customer_id,company_id,full_name,email,phone,segment,city,country,created_at
48,2,Client 48,client48@horizontech.demo,+1-555-1048,Retail,Toronto,Canada,2025-11-14
49,2,Client 49,client49@horizontech.demo,+1-555-1049,SME,Calgary,Canada,2025-11-11
50,2,Client 50,client50@horizontech.demo,+1-555-1050,Retail,Vancouver,Canada,2025-11-08
51,2,Client 51,client51@horizontech.demo,+1-555-1051,Retail,Vancouver,Canada,2025-10-11
52,2,Client 52,client52@horizontech.demo,+1-555-1052,SME,Toronto,Canada,2025-11-16
53,2,Client 53,client53@horizontech.demo,+1-555-1053,Corporate,Toronto,Canada,2025-10-11
54,2,Client 54,client54@horizontech.demo,+1-555-1054,Corporate,Quebec City,Canada,2025-10-25
55,2,Client 55,client55@horizontech.demo,+1-555-1055,Retail,Calgary,Canada,2025-11-29
56,2,Client 56,client56@horizontech.demo,+1-555-1056,Retail,Calgary,Canada,2025-11-14
57,2,Client 57,client57@horizontech.demo,+1-555-1057,Retail,Toronto,Canada,2025-10-15
58,2,Client 58,client58@horizontech.demo,+1-555-1058,SME,Ottawa,Canada,2025-10-21
59,2,Client 59,client59@horizontech.demo,+1-555-1059,SME,Toronto,Canada,2025-10-15
60,2,Client 60,client60@horizontech.demo,+1-555-1060,Corporate,Vancouver,Canada,2025-11-21
61,2,Client 61,client61@horizontech.demo,+1-555-1061,Corporate,Halifax,Canada,2025-10-26
62,2,Client 62,client62@horizontech.demo,+1-555-1062,SME,Calgary,Canada,2025-10-05
63,2,Client 63,client63@horizontech.demo,+1-555-1063,Retail,Montreal,Canada,2025-11-28
64,2,Client 64,client64@horizontech.demo,+1-555-1064,Retail,Ottawa,Canada,2025-11-26
65,2,Client 65,client65@horizontech.demo,+1-555-1065,SME,Winnipeg,Canada,2025-10-21
66,2,Client 66,client66@horizontech.demo,+1-555-1066,Corporate,Edmonton,Canada,2025-11-11
67,2,Client 67,client67@horizontech.demo,+1-555-1067,Retail,Toronto,Canada,2025-10-26
68,2,Client 68,client68@horizontech.demo,+1-555-1068,SME,Toronto,Canada,2025-10-30
69,2,Client 69,client69@horizontech.demo,+1-555-1069,SME,Vancouver,Canada,2025-10-17
70,2,Client 70,client70@horizontech.demo,+1-555-1070,Retail,Toronto,Canada,2025-10-16
71,2,Client 71,client71@horizontech.demo,+1-555-1071,Retail,Toronto,Canada,2025-11-05
72,2,Client 72,client72@horizontech.demo,+1-555-1072,Retail,Quebec City,Canada,2025-10-17
73,2,Client 73,client73@horizontech.demo,+1-555-1073,Corporate,Winnipeg,Canada,2025-11-07
74,2,Client 74,client74@horizontech.demo,+1-555-1074,Retail,Vancouver,Canada,2025-11-27
75,2,Client 75,client75@horizontech.demo,+1-555-1075,Corporate,Calgary,Canada,2025-10-26
76,2,Client 76,client76@horizontech.demo,+1-555-1076,SME,Vancouver,Canada,2025-10-15
77,2,Client 77,client77@horizontech.demo,+1-555-1077,Corporate,Hamilton,Canada,2025-11-02
78,2,Client 78,client78@horizontech.demo,+1-555-1078,SME,Montreal,Canada,2025-10-06
79,2,Client 79,client79@horizontech.demo,+1-555-1079,SME,Toronto,Canada,2025-11-25
80,2,Client 80,client80@horizontech.demo,+1-555-1080,Retail,Toronto,Canada,2025-10-10
