customer_id,company_id,full_name,email,phone,segment,city,country,created_at
33,1,Customer 33,customer33@example.com,+1-555-1033,SME,Vancouver,Canada,2024-11-06 00:00:00
34,1,Customer 34,customer34@example.com,+1-555-1034,Retail,Ottawa,Canada,2025-07-22 00:00:00
35,1,Customer 35,customer35@example.com,+1-555-1035,Retail,Calgary,Canada,2024-12-30 00:00:00
36,1,Customer 36,customer36@example.com,+1-555-1036,Retail,Calgary,Canada,2025-02-24 00:00:00
37,1,Customer 37,customer37@example.com,+1-555-1037,SME,Vancouver,Canada,2025-03-30 00:00:00
38,1,Customer 38,customer38@example.com,+1-555-1038,Retail,Montreal,Canada,2025-01-14 00:00:00
39,1,Customer 39,customer39@example.com,+1-555-1039,Retail,Toronto,Canada,2025-08-06 00:00:00
40,1,Customer 40,customer40@example.com,+1-555-1040,Retail,Montreal,Canada,2024-10-18 00:00:00
41,1,Customer 41,customer41@example.com,+1-555-1041,Retail,Toronto,Canada,2025-03-18 00:00:00
42,1,Customer 42,customer42@example.com,+1-555-1042,Retail,Vancouver,Canada,2025-01-04 00:00:00
43,1,Customer 43,customer43@example.com,+1-555-1043,Retail,Calgary,Canada,2025-09-26 00:00:00
44,1,Customer 44,customer44@example.com,+1-555-1044,SME,Toronto,Canada,2024-10-17 00:00:00
45,1,Customer 45,customer45@example.com,+1-555-1045,SME,Ottawa,Canada,2024-11-07 00:00:00
46,1,Customer 46,customer46@example.com,+1-555-1046,Retail,Ottawa,Canada,2025-02-21 00:00:00
47,1,Customer 47,customer47@example.com,+1-555-1047,Retail,Toronto,Canada,2025-05-20 00:00:00
48,1,Customer 48,customer48@example.com,+1-555-1048,Corporate,Montreal,Canada,2025-01-15 00:00:00
49,1,Customer 49,customer49@example.com,+1-555-1049,SME,Halifax,Canada,2025-05-02 00:00:00
50,1,Customer 50,customer50@example.com,+1-555-1050,SME,Calgary,Canada,2024-11-24 00:00:00
51,1,Customer 51,customer51@example.com,+1-555-1051,Retail,Ottawa,Canada,2025-07-11 00:00:00
52,1,Customer 52,customer52@example.com,+1-555-1052,Retail,Calgary,Canada,2025-10-01 00:00:00
53,1,Customer 53,customer53@example.com,+1-555-1053,Retail,Vancouver,Canada,2025-09-22 00:00:00
54,1,Customer 54,customer54@example.com,+1-555-1054,Retail,Ottawa,Canada,2025-04-27 00:00:00
55,1,Customer 55,customer55@example.com,+1-555-1055,Retail,Montreal,Canada,2024-12-15 00:00:00
56,1,Customer 56,customer56@example.com,+1-555-1056,SME,Toronto,Canada,2025-01-26 00:00:00
57,1,Customer 57,customer57@example.com,+1-555-1057,SME,Calgary,Canada,2025-07-29 00:00:00
58,1,Customer 58,customer58@example.com,+1-555-1058,Retail,Vancouver,Canada,2024-12-24 00:00:00
59,1,Customer 59,customer59@example.com,+1-555-1059,Retail,Calgary,Canada,2024-11-25 00:00:00
60,1,Customer 60,customer60@example.com,+1-555-1060,Retail,Montreal,Canada,2024-12-29 00:00:00
61,1,Customer 61,customer61@example.com,+1-555-1061,SME,Halifax,Canada,2025-06-21 00:00:00
62,1,Customer 62,customer62@example.com,+1-555-1062,SME,Vancouver,Canada,2024-10-23 00:00:00
63,1,Customer 63,customer63@example.com,+1-555-1063,SME,Vancouver,Canada,2025-01-10 00:00:00
64,1,Customer 64,customer64@example.com,+1-555-1064,Retail,Montreal,Canada,2025-06-08 00:00:00
65,1,Customer 65,customer65@example.com,+1-555-1065,Retail,Toronto,Canada,2024-12-04 00:00:00
66,1,Customer 66,customer66@example.com,+1-555-1066,Retail,Calgary,Canada,2025-06-11 00:00:00
67,1,Customer 67,customer67@example.com,+1-555-1067,Retail,Halifax,Canada,2024-11-12 00:00:00
68,1,Customer 68,customer68@example.com,+1-555-1068,Retail,Toronto,Canada,2025-09-15 00:00:00
69,1,Customer 69,customer69@example.com,+1-555-1069,SME,Toronto,Canada,2025-01-11 00:00:00
70,1,Customer 70,customer70@example.com,+1-555-1070,Retail,Halifax,Canada,2025-01-26 00:00:00
71,1,Customer 71,customer71@example.com,+1-555-1071,Retail,Montreal,Canada,2024-12-13 00:00:00
72,1,Customer 72,customer72@example.com,+1-555-1072,Retail,Montreal,Canada,2025-02-01 00:00:00
73,1,Customer 73,customer73@example.com,+1-555-1073,SME,Montreal,Canada,2025-08-14 00:00:00
74,1,Customer 74,customer74@example.com,+1-555-1074,Retail,Vancouver,Canada,2025-04-03 00:00:00
75,1,Customer 75,customer75@example.com,+1-555-1075,Retail,Vancouver,Canada,2025-09-04 00:00:00
76,1,Customer 76,customer76@example.com,+1-555-1076,SME,Halifax,Canada,2025-08-12 00:00:00
77,1,Customer 77,customer77@example.com,+1-555-1077,Retail,Halifax,Canada,2025-04-11 00:00:00
78,1,Customer 78,customer78@example.com,+1-555-1078,SME,Toronto,Canada,2025-05-27 00:00:00
79,1,Customer 79,customer79@example.com,+1-555-1079,Retail,Calgary,Canada,2025-02-14 00:00:00
80,1,Customer 80,customer80@example.com,+1-555-1080,Retail,Montreal,Canada,2025-05-12 00:00:00
81,1,Customer 81,customer81@example.com,+1-555-1081,Retail,Toronto,Canada,2025-02-17 00:00:00
82,1,Customer 82,customer82@example.com,+1-555-1082,SME,Calgary,Canada,2025-08-12 00:00:00
83,1,Customer 83,customer83@example.com,+1-555-1083,Retail,Calgary,Canada,2025-09-24 00:00:00
84,1,Customer 84,customer84@example.com,+1-555-1084,Corporate,Montreal,Canada,2025-07-08 00:00:00
85,1,Customer 85,customer85@example.com,+1-555-1085,Retail,Vancouver,Canada,2025-06-14 00:00:00
86,1,Customer 86,customer86@example.com,+1-555-1086,SME,Toronto,Canada,2025-07-09 00:00:00
87,1,Customer 87,customer87@example.com,+1-555-1087,Retail,Vancouver,Canada,2025-05-19 00:00:00
88,1,Customer 88,customer88@example.com,+1-555-1088,SME,Vancouver,Canada,2025-05-08 00:00:00
89,1,Customer 89,customer89@example.com,+1-555-1089,Retail,Halifax,Canada,2024-12-21 00:00:00
90,1,Customer 90,customer90@example.com,+1-555-1090,SME,Vancouver,Canada,2025-07-14 00:00:00
91,1,Customer 91,customer91@example.com,+1-555-1091,Retail,Montreal,Canada,2025-09-02 00:00:00
92,1,Customer 92,customer92@example.com,+1-555-1092,Retail,Calgary,Canada,2025-08-31 00:00:00
93,1,Customer 93,customer93@example.com,+1-555-1093,SME,Toronto,Canada,2025-09-06 00:00:00
94,1,Customer 94,customer94@example.com,+1-555-1094,Retail,Calgary,Canada,2025-01-03 00:00:00
95,1,Customer 95,customer95@example.com,+1-555-1095,Retail,Calgary,Canada,2025-08-21 00:00:00
96,1,Customer 96,customer96@example.com,+1-555-1096,SME,Toronto,Canada,2024-12-01 00:00:00
97,1,Customer 97,customer97@example.com,+1-555-1097,Retail,Montreal,Canada,2025-03-09 00:00:00
98,1,Customer 98,customer98@example.com,+1-555-1098,Retail,Calgary,Canada,2025-05-28 00:00:00
99,1,Customer 99,customer99@example.com,+1-555-1099,Retail,Toronto,Canada,2024-11-18 00:00:00
100,1,Customer 100,customer100@example.com,+1-555-1100,Retail,Halifax,Canada,2024-12-07 00:00:00
101,1,Customer 101,customer101@example.com,+1-555-1101,Retail,Ottawa,Canada,2025-05-21 00:00:00
102,1,Customer 102,customer102@example.com,+1-555-1102,Retail,Halifax,Canada,2025-04-24 00:00:00
103,1,Customer 103,customer103@example.com,+1-555-1103,Retail,Vancouver,Canada,2025-07-26 00:00:00
104,1,Customer 104,customer104@example.com,+1-555-1104,SME,Ottawa,Canada,2025-02-09 00:00:00
105,1,Customer 105,customer105@example.com,+1-555-1105,Retail,Toronto,Canada,2025-09-27 00:00:00
106,1,Customer 106,customer106@example.com,+1-555-1106,Retail,Calgary,Canada,2025-08-11 00:00:00
107,1,Customer 107,customer107@example.com,+1-555-1107,Retail,Montreal,Canada,2025-01-15 00:00:00
108,1,Customer 108,customer108@example.com,+1-555-1108,Retail,Ottawa,Canada,2025-08-27 00:00:00
109,1,Customer 109,customer109@example.com,+1-555-1109,SME,Ottawa,Canada,2025-05-09 00:00:00
110,1,Customer 110,customer110@example.com,+1-555-1110,Retail,Calgary,Canada,2024-10-06 00:00:00
111,1,Customer 111,customer111@example.com,+1-555-1111,Retail,Halifax,Canada,2025-01-04 00:00:00
112,1,Customer 112,customer112@example.com,+1-555-1112,Retail,Calgary,Canada,2025-05-01 00:00:00
113,1,Customer 113,customer113@example.com,+1-555-1113,SME,Toronto,Canada,2025-07-25 00:00:00
114,1,Customer 114,customer114@example.com,+1-555-1114,Retail,Toronto,Canada,2024-12-22 00:00:00
115,1,Customer 115,customer115@example.com,+1-555-1115,Retail,Ottawa,Canada,2024-11-26 00:00:00
116,1,Customer 116,customer116@example.com,+1-555-1116,Retail,Ottawa,Canada,2025-06-19 00:00:00
117,1,Customer 117,customer117@example.com,+1-555-1117,SME,Ottawa,Canada,2025-01-16 00:00:00
118,1,Customer 118,customer118@example.com,+1-555-1118,Retail,Toronto,Canada,2025-08-15 00:00:00
119,1,Customer 119,customer119@example.com,+1-555-1119,SME,Ottawa,Canada,2025-09-09 00:00:00
120,1,Customer 120,customer120@example.com,+1-555-1120,Retail,Montreal,Canada,2024-11-09 00:00:00
